id,text,url,death_date,name,age,nationality,cause,description,votes,sortorder,article_length,versions,editors,inbound_links
2190,"Irene Woodall, 69, American magazine editor.[444]",https://en.wikipedia.org/wiki/Irene_Woodall,2015-04-22 00:00:00,Irene Woodall,69.0,American,, magazine editor,0,0,599,16,7,3
2191,"Afzaal Ahmed, 66, Pakistani cricketer.[445]",https://en.wikipedia.org/wiki/Afzaal_Ahmed,2015-04-23 00:00:00,Afzaal Ahmed,66.0,Pakistani,, cricketer,0,0,125,14,5,34
2192,"Aziz Asli, 77, Iranian footballer (Persepolis).[446]",https://en.wikipedia.org/wiki/Aziz_Asli,2015-04-23 00:00:00,Aziz Asli,77.0,Iranian,, footballer (Persepolis),0,0,535,80,51,58
2193,"Dick Barone, 82, American baseball player (Pittsburgh Pirates).[447]",https://en.wikipedia.org/wiki/Dick_Barone,2015-04-23 00:00:00,Dick Barone,82.0,American,, baseball player (Pittsburgh Pirates),0,0,1894,21,15,12
2194,"Desmond Boal, 85, Northern Irish lawyer and politician, MP for Belfast Shankill (1960–1972).[448]",https://en.wikipedia.org/wiki/Desmond_Boal,2015-04-23 00:00:00,Desmond Boal,85.0,Northern Irish,," lawyer and politician, MP for Belfast Shankill (1960–1972)",0,0,1157,86,50,54
2195,"Frana Cardno, 74, New Zealand politician, Mayor of Southland District (1992–2013), bile duct cancer.[449]",https://en.wikipedia.org/wiki/Frana_Cardno,2015-04-23 00:00:00,Frana Cardno,74.0,New Zealand,bile duct cancer, politician Mayor of Southland District (1992–2013),0,0,1566,18,9,13
2196,"Sir Philip Carter, 87, British football director (Everton).[450]",https://en.wikipedia.org/wiki/Philip_Carter,2015-04-23 00:00:00,Sir Philip Carter,87.0,British,, football director (Everton),0,0,2471,67,38,149
2197,"Richard Corliss, 71, American film critic (Time), stroke.[451]",https://en.wikipedia.org/wiki/Richard_Corliss,2015-04-23 00:00:00,Richard Corliss,71.0,American,stroke, film critic (Time),0,0,5331,256,143,454
2198,"Alexander Eliot, 95, American writer.[452]",https://en.wikipedia.org/wiki/Alexander_Eliot,2015-04-23 00:00:00,Alexander Eliot,95.0,American,, writer,0,0,4953,59,22,12
2199,"Marie Herbst, 86, American politician, Mayor of Vernon, Connecticut (1979–1986), member of the Connecticut Senate (1987–1992).[453]",https://en.wikipedia.org/wiki/Marie_Herbst,2015-04-23 00:00:00,Marie Herbst,86.0,American,," politician, Mayor of Vernon, Connecticut (1979–1986), member of the Connecticut Senate (1987–1992)",0,0,201,12,7,5
2200,"George Horner, 91, Czech-born American pianist and physician.[454]",https://en.wikipedia.org/wiki/George_Horner_(musician),2015-04-23 00:00:00,George Horner,91.0,Czech-born American,, pianist and physician,0,0,820,8,6,5
2201,"Ray Jackson, 74, Australian aboriginal activist and Wiradjuri elder.[455]",https://en.wikipedia.org/wiki/Ray_Jackson_(Aboriginal_activist),2015-04-23 00:00:00,Ray Jackson,74.0,Australian,, aboriginal activist and Wiradjuri elder,0,0,3695,39,8,7
2202,"Pierre Claude Nolin, 64, Canadian politician, Speaker of the Senate (since 2014), cancer.[456]",https://en.wikipedia.org/wiki/Pierre_Claude_Nolin,2015-04-23 00:00:00,Pierre Claude Nolin,64.0,Canadian,cancer, politician Speaker of the Senate (since 2014),0,0,3101,104,60,74
2203,"Frank Porretta, 84, American tenor and musical theater actor.[457]",https://en.wikipedia.org/wiki/Frank_Porretta,2015-04-23 00:00:00,Frank Porretta,84.0,American,, tenor and musical theater actor,0,0,7747,84,9,23
2204,"Paul Ryan, 69, American actor, television host and correspondent (Entertainment Tonight), leukemia.[458]",https://en.wikipedia.org/wiki/Paul_Ryan_(actor),2015-04-23 00:00:00,Paul Ryan,69.0,American,leukemia, actor television host and correspondent (Entertainment Tonight),0,0,569,15,8,10
2205,"Jim Steffen, 78, American football player (Detroit Lions, Washington Redskins).[459]",https://en.wikipedia.org/wiki/Jim_Steffen,2015-04-23 00:00:00,Jim Steffen,78.0,American,," football player (Detroit Lions, Washington Redskins)",0,0,1582,34,21,26
2206,"E. M. Subramaniam, 67, Indian Carnatic percussionist.[460]",https://en.wikipedia.org/wiki/E._M._Subramaniam,2015-04-23 00:00:00,E. M. Subramaniam,67.0,Indian,, Carnatic percussionist,0,0,763,26,14,13
2207,"Sawyer Sweeten, 19, American actor (Everybody Loves Raymond), suicide by gunshot.[461]",https://en.wikipedia.org/wiki/Sawyer_Sweeten,2015-04-23 00:00:00,Sawyer Sweeten,19.0,American,suicide by gunshot, actor (Everybody Loves Raymond),0,0,1856,64,37,27
2208,"Francis Tsai, 48, American comic book, film and video game concept artist (Spider-Man, TMNT, The Bourne Conspiracy), ALS.[462]",https://en.wikipedia.org/wiki/Francis_Tsai,2015-04-23 00:00:00,Francis Tsai,48.0,American,ALS, comic book film and video game concept artist (Spider-Man TMNT The Bourne Conspiracy),0,0,3671,199,76,60
2209,"Sixto Valencia Burgos, 81, Mexican comic artist (Memín Pinguín, MAD).[463]",https://en.wikipedia.org/wiki/Sixto_Valencia_Burgos,2015-04-23 00:00:00,Sixto Valencia Burgos,81.0,Mexican,," comic artist (Memín Pinguín, MAD)",0,0,744,34,26,11
2210,"Guillermo Zúñiga Martínez, 72, Mexican academic and politician, Mayor of Xalapa (1988–1991), MP for Veracruz (1994–1997).[464]",https://en.wikipedia.org/wiki/Guillermo_Z%C3%BA%C3%B1iga_Mart%C3%ADnez,2015-04-23 00:00:00,Guillermo Zúñiga Martínez,72.0,Mexican,," academic and politician, Mayor of Xalapa (1988–1991), MP for Veracruz (1994–1997)",0,0,2470,40,31,19
2211,"Władysław Bartoszewski, 93, Polish politician and resistance fighter, Auschwitz concentration camp prisoner, Minister of Foreign Affairs (1995, 2000–2001).[465]",https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Bartoszewski,2015-04-24 00:00:00,Władysław Bartoszewski,93.0,Polish,," politician and resistance fighter, Auschwitz concentration camp prisoner, Minister of Foreign Affairs (1995, 2000–2001)",0,0,19394,499,255,440
2212,"Ken Birch, 81, British footballer (Bangor City).[466]",https://en.wikipedia.org/wiki/Ken_Birch,2015-04-24 00:00:00,Ken Birch,81.0,British,, footballer (Bangor City),0,0,4497,35,26,21
2213,"Thomas Joseph Connolly, 92, American Roman Catholic prelate, Bishop of Baker (1971–1999).[467]",https://en.wikipedia.org/wiki/Thomas_Joseph_Connolly,2015-04-24 00:00:00,Thomas Joseph Connolly,92.0,American,," Roman Catholic prelate, Bishop of Baker (1971–1999)",0,0,2333,33,23,45
2214,"Rustum Ghazaleh, 61, Syrian military officer, head injury.[468]",https://en.wikipedia.org/wiki/Rustum_Ghazaleh,2015-04-24 00:00:00,Rustum Ghazaleh,61.0,Syrian,head injury, military officer,0,0,3844,120,62,46
2215,"Ismail Hussain, 65, Indian politician, MP for Barpeta (2009–2014), cancer.[469]",https://en.wikipedia.org/wiki/Ismail_Hussain,2015-04-24 00:00:00,Ismail Hussain,65.0,Indian,cancer, politician MP for Barpeta (2009–2014),0,0,208,31,21,14
2216,"Valentine Lamb, 76, British journalist (The Irish Field).[470]",https://en.wikipedia.org/wiki/Valentine_Lamb,2015-04-24 00:00:00,Valentine Lamb,76.0,British,, journalist (The Irish Field),0,0,234,16,5,8
2217,"Frankie Lee, 73, American blues singer-songwriter.[471]",https://en.wikipedia.org/wiki/Frankie_Lee_(musician),2015-04-24 00:00:00,Frankie Lee,73.0,American,, blues singer-songwriter,0,0,2729,22,11,20
2218,"Benjamin F. Logan, 87, American electrical engineer and bluegrass musician, heart attack.[472]",https://en.wikipedia.org/wiki/Benjamin_F._Logan,2015-04-24 00:00:00,Benjamin F. Logan,87.0,American,heart attack, electrical engineer and bluegrass musician,0,0,1785,49,38,42
2219,"Sabeen Mahmud, 39, Pakistani human rights activist, shot.[473]",https://en.wikipedia.org/wiki/Sabeen_Mahmud,2015-04-24 00:00:00,Sabeen Mahmud,39.0,Pakistani,shot, human rights activist,0,0,5057,138,53,30
2220,"Michael Mustill, Baron Mustill, 83, British judge, barrister and peer.[474]","https://en.wikipedia.org/wiki/Michael_Mustill,_Baron_Mustill",2015-04-24 00:00:00,"Michael Mustill, Baron Mustill",83.0,British,," judge, barrister and peer",0,0,1468,72,44,52
2221,"Herbert Ninaus, 78, Austrian-born Australian international footballer.[475]",https://en.wikipedia.org/wiki/Herbert_Ninaus,2015-04-24 00:00:00,Herbert Ninaus,78.0,Austrian-born Australian,, international footballer,0,0,1304,31,19,40
2222,"Claudia Paz, 95, Chilean actress.[476]",https://en.wikipedia.org/wiki/Claudia_Paz,2015-04-24 00:00:00,Claudia Paz,95.0,Chilean,, actress,0,0,279,9,8,3
2223,"Max Rojas, 74, Mexican poet.[477]",https://en.wikipedia.org/wiki/Max_Rojas,2015-04-24 00:00:00,Max Rojas,74.0,Mexican,, poet,0,0,917,17,5,6
2224,"Raymond Roussin, 75, Canadian Roman Catholic prelate, Bishop of Gravelbourg (1995–1998) and Victoria (1999–2004), Archbishop of Vancouver (2004–2009).[478]",https://en.wikipedia.org/wiki/Raymond_Roussin,2015-04-24 00:00:00,Raymond Roussin,75.0,Canadian,," Roman Catholic prelate, Bishop of Gravelbourg (1995–1998) and Victoria (1999–2004), Archbishop of Vancouver (2004–2009)",0,0,2277,80,43,28
2225,"Sid Tepper, 96, American songwriter (""Red Roses for a Blue Lady"").[480]",https://en.wikipedia.org/wiki/Sid_Tepper,2015-04-24 00:00:00,Sid Tepper,96.0,American,," songwriter (""Red Roses for a Blue Lady"")",0,0,1448,67,44,105
2226,"George C. Young, 98, American lawyer and judge, heart attack.[481]",https://en.wikipedia.org/wiki/George_C._Young,2015-04-24 00:00:00,George C. Young,98.0,American,heart attack, lawyer and judge,0,0,1333,52,29,25
2227,"Colin Bloomfield, 33, British radio presenter (BBC Radio Derby), skin cancer.[482]",https://en.wikipedia.org/wiki/Colin_Bloomfield,2015-04-25 00:00:00,Colin Bloomfield,33.0,British,skin cancer, radio presenter (BBC Radio Derby),0,0,2926,19,12,16
2228,"Sujit Bose, 80, Indian cricketer.[483]",https://en.wikipedia.org/wiki/Sujit_Bose,2015-04-25 00:00:00,Sujit Bose,80.0,Indian,, cricketer,0,0,140,1,1,8
2229,"Arthur Brittenden, 90, British newspaper editor (Daily Mail).[484]",https://en.wikipedia.org/wiki/Arthur_Brittenden,2015-04-25 00:00:00,Arthur Brittenden,90.0,British,, newspaper editor (Daily Mail),0,0,589,22,14,25
2230,"Wilfred Brown, 85, Australian cricketer.[485]",https://en.wikipedia.org/wiki/Wilfred_Brown_(cricketer),2015-04-25 00:00:00,Wilfred Brown,85.0,Australian,, cricketer,0,0,138,3,2,4
2231,"Edward Coke, 7th Earl of Leicester, 78, British nobleman.[486]","https://en.wikipedia.org/wiki/Edward_Coke,_7th_Earl_of_Leicester",2015-04-25 00:00:00,"Edward Coke, 7th Earl of Leicester",78.0,British,, nobleman,0,0,5317,75,50,30
2232,"Jim Fanning, 87, American baseball player (Chicago Cubs) and manager (Montreal Expos).[487]",https://en.wikipedia.org/wiki/Jim_Fanning,2015-04-25 00:00:00,Jim Fanning,87.0,American,, baseball player (Chicago Cubs) and manager (Montreal Expos),0,0,5096,116,60,98
2233,"Paolo Galletti, 78, Italian swimmer.[488]",https://en.wikipedia.org/wiki/Paolo_Galletti,2015-04-25 00:00:00,Paolo Galletti,78.0,Italian,, swimmer,0,0,148,21,20,18
2234,"Jiří Hledík, 86, Czech footballer (FC Hradec Králové).[489]",https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Hled%C3%ADk,2015-04-25 00:00:00,Jiří Hledík,86.0,Czech,, footballer (FC Hradec Králové),0,0,396,41,25,40
2235,"Otakar Krámský, 55, Czech racing driver, triple European hillclimb champion (1995, 1997, 1998), training collision.[490]",https://en.wikipedia.org/wiki/Otakar_Kr%C3%A1msk%C3%BD,2015-04-25 00:00:00,Otakar Krámský,55.0,Czech,training collision, racing driver triple European hillclimb champion (1995 1997 1998),0,0,316,6,5,6
2236,"Don Mankiewicz, 93, American screenwriter (Star Trek, Ironside, Profiles in Courage), heart failure.[491]",https://en.wikipedia.org/wiki/Don_Mankiewicz,2015-04-25 00:00:00,Don Mankiewicz,93.0,American,heart failure, screenwriter (Star Trek Ironside Profiles in Courage),0,0,1229,71,42,59
2237,"Ben Molar, 99, Argentine composer and musical producer.[492]",https://en.wikipedia.org/wiki/Ben_Molar,2015-04-25 00:00:00,Ben Molar,99.0,Argentine,, composer and musical producer,0,0,3751,7,3,9
2238,"Mike Phillips, 59, American basketball player (Kentucky Wildcats, FC Barcelona), fall.[493]",https://en.wikipedia.org/wiki/Mike_Phillips_(basketball),2015-04-25 00:00:00,Mike Phillips,59.0,American,fall, basketball player (Kentucky Wildcats FC Barcelona),0,0,1775,45,21,33
2239,"Alfred Schreyer, 92, Ukrainian-born Polish fiddler and singer.[494]",https://en.wikipedia.org/wiki/Alfred_Schreyer,2015-04-25 00:00:00,Alfred Schreyer,92.0,Ukrainian-born Polish,, fiddler and singer,0,0,3292,29,16,8
2240,"Christine Stewart, 74, Canadian politician, Secretary of State (1993–1997) and Minister of the Environment (1997–1999).[495]",https://en.wikipedia.org/wiki/Christine_Stewart,2015-04-25 00:00:00,Christine Stewart,74.0,Canadian,," politician, Secretary of State (1993–1997) and Minister of the Environment (1997–1999)",0,0,2073,80,62,133
2241,"Richard West, 84, British journalist and author.[496]",https://en.wikipedia.org/wiki/Richard_West_(journalist),2015-04-25 00:00:00,Richard West,84.0,British,, journalist and author,0,0,1508,44,32,32
2242,"Dan Fredinburg, 33, American executive, head of privacy at Google.[497]",https://en.wikipedia.org/wiki/Dan_Fredinburg,2015-04-25 00:00:00,Dan Fredinburg,33.0,American,," executive, head of privacy at Google",0,0,4607,235,87,36
2243,"Matthias Kuhle, 67, German geographer.[498]",https://en.wikipedia.org/wiki/Matthias_Kuhle,2015-04-25 00:00:00,Matthias Kuhle,67.0,German,, geographer,0,0,5947,297,103,40
2244,"Masudur Rahman Baidya, 46, Indian swimmer, heart attack.[499]",https://en.wikipedia.org/wiki/Masudur_Rahman_Baidya,2015-04-26 00:00:00,Masudur Rahman Baidya,46.0,Indian,heart attack, swimmer,0,0,2630,38,16,8
2245,"Talal Akbar Bugti, 63, Pakistani tribal leader and politician, heart attack.[500]",https://en.wikipedia.org/wiki/Talal_Akbar_Bugti,2015-04-26 00:00:00,Talal Akbar Bugti,63.0,Pakistani,heart attack, tribal leader and politician,0,0,906,70,43,16
2246,"Edward T. Chambers, 85, American activist, director of the Industrial Areas Foundation (1972–2009), heart failure.[501]",https://en.wikipedia.org/wiki/Edward_T._Chambers,2015-04-26 00:00:00,Edward T. Chambers,85.0,American,heart failure, activist director of the Industrial Areas Foundation (1972–2009),0,0,799,37,21,15
2247,"Hojatollah Khatib, 61, Iranian sports administrator (Persepolis), cancer.[502]",https://en.wikipedia.org/wiki/Hojatollah_Khatib,2015-04-26 00:00:00,Hojatollah Khatib,61.0,Iranian,cancer, sports administrator (Persepolis),0,0,216,19,18,24
2248,"Izatullo Khayoyev, 78, Tajik politician, Vice-President (1990–1991), Prime Minister (1991–1992).[503]",https://en.wikipedia.org/wiki/Izatullo_Khayoyev,2015-04-26 00:00:00,Izatullo Khayoyev,78.0,Tajik,," politician, Vice-President (1990–1991), Prime Minister (1991–1992)",0,0,439,10,9,24
2249,"Jayne Meadows, 95, American actress (I've Got a Secret, Undercurrent, Song of the Thin Man).[504]",https://en.wikipedia.org/wiki/Jayne_Meadows,2015-04-26 00:00:00,Jayne Meadows,95.0,American,," actress (I've Got a Secret, Undercurrent, Song of the Thin Man)",0,0,3268,333,187,152
2250,"Józef Paczyński, 95, Polish WWII prisoner, barber of Rudolf Hoss.[505]",https://en.wikipedia.org/wiki/J%C3%B3zef_Paczy%C5%84ski,2015-04-26 00:00:00,Józef Paczyński,95.0,Polish,," WWII prisoner, barber of Rudolf Hoss",0,0,1323,15,6,6
2251,"Marcel Pronovost, 84, Canadian Hall of Fame ice hockey player (Detroit Red Wings, Toronto Maple Leafs).[506]",https://en.wikipedia.org/wiki/Marcel_Pronovost,2015-04-26 00:00:00,Marcel Pronovost,84.0,Canadian,," Hall of Fame ice hockey player (Detroit Red Wings, Toronto Maple Leafs)",0,0,17836,134,73,236
2252,"Bill Valentine, 82, American baseball umpire.[507]",https://en.wikipedia.org/wiki/Bill_Valentine,2015-04-26 00:00:00,Bill Valentine,82.0,American,, baseball umpire,0,0,4401,29,21,49
2253,"Wang Guozhen, 58, Chinese poet, liver cancer.[508]",https://en.wikipedia.org/wiki/Wang_Guozhen,2015-04-26 00:00:00,Wang Guozhen,58.0,Chinese,liver cancer, poet,0,0,1056,23,14,5
2254,"Jay Appleton, 95, British geographer.[509]",https://en.wikipedia.org/wiki/Jay_Appleton,2015-04-27 00:00:00,Jay Appleton,95.0,British,, geographer,0,0,1642,33,17,13
2255,"Randy Bennett, 51, Canadian swimming coach, cancer.[510]",https://en.wikipedia.org/wiki/Randy_Bennett_(swimming_coach),2015-04-27 00:00:00,Randy Bennett,51.0,Canadian,cancer, swimming coach,0,0,710,21,11,5
2256,"Suzanne Crough, 52, American actress (The Partridge Family).[511]",https://en.wikipedia.org/wiki/Suzanne_Crough,2015-04-27 00:00:00,Suzanne Crough,52.0,American,, actress (The Partridge Family),0,0,1804,235,101,35
2257,"David Fletcher, 90, English cricketer (Surrey).[512]",https://en.wikipedia.org/wiki/David_Fletcher_(cricketer),2015-04-27 00:00:00,David Fletcher,90.0,English,, cricketer (Surrey),0,0,1054,27,21,26
2258,"Gene Fullmer, 83, American professional boxer, two-time middleweight world champion.[513]",https://en.wikipedia.org/wiki/Gene_Fullmer,2015-04-27 00:00:00,Gene Fullmer,83.0,American,," professional boxer, two-time middleweight world champion",0,0,3327,147,94,135
2259,"Verne Gagne, 89, American professional wrestler, trainer and promoter (AWA), Hall of Fame (2004, 2006).[514]",https://en.wikipedia.org/wiki/Verne_Gagne,2015-04-27 00:00:00,Verne Gagne,89.0,American,," professional wrestler, trainer and promoter (AWA), Hall of Fame (2004, 2006)",0,0,10117,804,425,805
2260,"Frank Henderson, 92, American politician, member of the Idaho House of Representatives (2004–2014).[515]",https://en.wikipedia.org/wiki/Frank_Henderson_(Idaho_politician),2015-04-27 00:00:00,Frank Henderson,92.0,American,," politician, member of the Idaho House of Representatives (2004–2014)",0,0,519,17,9,11
2261,"Guy LeBlanc, 54, Canadian keyboard player (Nathan Mahl, Camel), kidney cancer.[516]",https://en.wikipedia.org/wiki/Guy_LeBlanc,2015-04-27 00:00:00,Guy LeBlanc,54.0,Canadian,kidney cancer, keyboard player (Nathan Mahl Camel),0,0,3693,136,62,69
2262,"Andrew Lesnie, 59, Australian cinematographer (The Lord of the Rings, I Am Legend, The Water Diviner), Oscar winner (2002), heart attack.[517]",https://en.wikipedia.org/wiki/Andrew_Lesnie,2015-04-27 00:00:00,Andrew Lesnie,59.0,Australian,heart attack, cinematographer (The Lord of the Rings I Am Legend The Water Diviner) Oscar winner (2002),0,0,3781,210,125,215
2263,"Harvey R. Miller, 82, American lawyer, ALS.[518]",https://en.wikipedia.org/wiki/Harvey_R._Miller,2015-04-27 00:00:00,Harvey R. Miller,82.0,American,ALS, lawyer,0,0,941,53,40,20
2264,"Marty Napoleon, 93, American jazz pianist.[519]",https://en.wikipedia.org/wiki/Marty_Napoleon,2015-04-27 00:00:00,Marty Napoleon,93.0,American,, jazz pianist,0,0,952,57,37,33
2265,"Lionel Repka, 80, Canadian ice hockey player (Fort Wayne Komets), liver cancer.[520]",https://en.wikipedia.org/wiki/Lionel_Repka,2015-04-27 00:00:00,Lionel Repka,80.0,Canadian,liver cancer, ice hockey player (Fort Wayne Komets),0,0,631,20,16,10
